Brokertitle,Type,Price,Beds,Bath,Propertysqft,City,Address,Borough,Latitude,Longitude,Zip_code
eXp Realty BKNY,Co-op,445000,3,2,1250,Brooklyn,"2483 W 16th St Apt 3CBrooklyn, NY 11214",MANHATTAN,40.5871907,-73.9840965,11214
Keller Williams Realty Staten Island,Contingent,459000,2,1,1188,Staten Island,"382 Sprague AveStaten Island, NY 10307",MANHATTAN,40.5019991,-74.2372284,10307
"Homes R Us Realty of NY, Inc.",House,399998,4,2,1252,Staten Island,"73 Irving PlStaten Island, NY 10304",MANHATTAN,40.6171678,-74.0837135,10304
Sotheby's International Realty,Condo,9500000,4,4,3655,Brooklyn,"1 John St # EBrooklyn, NY 11201",BROOKLYN,40.7046228,-73.9878238,11201
RE MAX Elite,Pending,999000,4,2,1957,Brooklyn,"121 86th StBrooklyn, NY 11209",MANHATTAN,40.6248041,-74.0355778,11209
IHome Realty Group LLC,House,650000,4,2,1482,Brooklyn,"954 Brooklyn AveBrooklyn, NY 11203",MANHATTAN,40.6503361,-73.9440072,11203
Century 21 Papp Realty,House,880000,3,4,2100,Staten Island,"20 Gabriele CtStaten Island, NY 10312",MANHATTAN,40.551314,-74.1670026,10312
Winzone Realty Inc,House,1350000,5,3,2082,Hollis,"80-31 188th StHollis, NY 11432",MANHATTAN,40.7284032,-73.7803984,11432
Tru International Realty Corp,Condo,599000,2,2,2184,Flushing,"131-19 Fowler Ave Unit 2CFlushing, NY 11355",QUEENS,40.7517561,-73.8344347,11355
Keller Williams Rlty Landmark,Co-op,225000,1,1,2184,Bayside,"35-45 204 St Unit 399Bayside, NY 11361",QUEENS,40.7664499,-73.78359,11361
Level,Co-op,220000,3,1,2184,New York,"273 Bennett Ave Apt 6ENew York, NY 10040",MANHATTAN,40.8590729,-73.9322176,10040
RE/MAX Team,Co-op,289000,3,1,2184,Bronx,"2199 Holland Ave Apt 5NBronx, NY 10462",BRONX,40.8563536,-73.865974,10462
Corcoran SoHo,Pending,350000,1,1,2184,New York,"2088 Madison Ave Apt 1ANew York, NY 10037",MANHATTAN,40.8099146,-73.9379084,10037
Winzone Realty Inc,House,1350000,5,3,2082,Hollis,"80-31 188th StHollis, NY 11432",MANHATTAN,40.7284032,-73.7803984,11432
Century 21 Papp Realty,House,880000,3,4,2100,Staten Island,"20 Gabriele CtStaten Island, NY 10312",MANHATTAN,40.551314,-74.1670026,10312
Realty Connect USA LLC,House,719999,3,2,2184,Corona,"108-16 36 AveCorona, NY 11368",MANHATTAN,40.754545,-73.859675,11368
COMPASS,Condo,1100000,2,1,807,Brooklyn,"170 Broadway Apt 6ABrooklyn, NY 11211",BROOKLYN,40.709905,-73.962869,11211
Pantiga Group Inc.,Co-op,259000,2,1,950,Bronx,"800 Grand Concourse Ave Unit GjnBronx, NY 10451",MANHATTAN,40.8248699,-73.9229829,10451
S Sharf Realty Inc,Multi-family home,1699999,6,3,2754,Brooklyn,"370 Marion StBrooklyn, NY 11233",MANHATTAN,40.681189,-73.9146606,11233
CENTURY 21 Professional Realty,House,669000,4,2,2184,Rosedale,"134-25 241st StRosedale, NY 11422",MANHATTAN,40.6729779,-73.7330064,11422
TREBACH REALTY INC,House,3400000,6,6,6290,Bronx,"5000 Goodridge AveBronx, NY 10471",MANHATTAN,40.8969575,-73.9032123,10471
Keystone Realty USA Corp,Condo,549000,3,2,2184,Ozone Park,"86-02 Dumont Ave Unit 1BOzone Park, NY 11417",QUEENS,40.6726474,-73.8499883,11417
YourHomeSold Guarantee Realty,Land,250000,3,2,2184,Bronx,"1818 Unionport RdBronx, NY 10462",MANHATTAN,40.8453241,-73.8684042,10462
Sotheby's International Realty,Co-op,299000,3,1,2184,New York,"579 W 215th St Apt 9DNew York, NY 10034",MANHATTAN,40.8718895,-73.9188667,10034
AAA Young Shuen Realty Inc,House,1288000,5,2,2184,Whitestone,"146-06 13th AveWhitestone, NY 11357",MANHATTAN,40.7886657,-73.8207928,11357
Serhant,Condo,3345000,2,2,1875,New York,"158 Franklin St Fl 3New York, NY 10013",MANHATTAN,40.7194435,-74.0081022,10013
Voro Llc,Multi-family home,1198000,6,5,2184,Springfield Gardens,"132-31 219th StSpringfield Gardens, NY 11413",MANHATTAN,40.6811645,-73.7493264,11413
KELLER WILLIAMS REALTY LANDMARK II,House,897888,3,2,1260,Maspeth,"69-29 54th AveMaspeth, NY 11378",MANHATTAN,40.7292895,-73.8945367,11378
Anthony T Crews Real Estate LLC,House,575000,4,2,1604,Brooklyn,"190 Crystal StBrooklyn, NY 11208",MANHATTAN,40.6740009,-73.8743074,11208
Coldwell Banker American Homes,Co-op,230000,1,1,2184,Douglaston,"43-25 Douglaston Pkwy Unit 6DDouglaston, NY 11363",QUEENS,40.7670699,-73.74642,11363
Brown Harris Stevens,Co-op,775000,1,1,2184,Manhattan,"401 W End Ave Unit 3EManhattan, NY 10024",MANHATTAN,40.7845412,-73.981249,10024
YourHomeSold Guarantee Realty,Land,250000,3,2,2184,Bronx,"1818 Unionport RdBronx, NY 10462",MANHATTAN,40.8453241,-73.8684042,10462
Serhant,Condo,3345000,2,2,1875,New York,"158 Franklin St Fl 3New York, NY 10013",MANHATTAN,40.7194435,-74.0081022,10013
TREBACH REALTY INC,House,3400000,6,6,6290,Bronx,"5000 Goodridge AveBronx, NY 10471",MANHATTAN,40.8969575,-73.9032123,10471
Anthony T Crews Real Estate LLC,House,575000,4,2,1604,Brooklyn,"190 Crystal StBrooklyn, NY 11208",MANHATTAN,40.6740009,-73.8743074,11208
KELLER WILLIAMS REALTY LANDMARK II,House,897888,3,2,1260,Maspeth,"69-29 54th AveMaspeth, NY 11378",MANHATTAN,40.7292895,-73.8945367,11378
Voro Llc,Multi-family home,1198000,6,5,2184,Springfield Gardens,"132-31 219th StSpringfield Gardens, NY 11413",MANHATTAN,40.6811645,-73.7493264,11413
AAA Young Shuen Realty Inc,House,1288000,5,2,2184,Whitestone,"146-06 13th AveWhitestone, NY 11357",MANHATTAN,40.7886657,-73.8207928,11357
Keller Williams Rty Gold Coast,House,2100000,4,3,3512,Whitestone,"150-123 Powells Cove BlvdWhitestone, NY 11357",MANHATTAN,40.7974719,-73.8143638,11357
Coldwell Banker American Homes,Co-op,230000,1,1,2184,Douglaston,"43-25 Douglaston Pkwy Unit 6DDouglaston, NY 11363",QUEENS,40.7670699,-73.74642,11363
RE MAX Edge,House,1080000,6,3,3600,Staten Island,"47 Wheeler AveStaten Island, NY 10314",MANHATTAN,40.6110496,-74.1309465,10314
Mark Murphy Properties,Condo,378888,1,1,718,Staten Island,"966 Clove Rd Unit H1Staten Island, NY 10301",STATEN_ISLAND,40.6204781,-74.1109257,10301
"Nest Seekers International, Midtown",Condo,750000,3,2,1027,New York,"2132 2nd Ave Unit 7BNew York, NY 10029",MANHATTAN,40.7929253,-73.9404138,10029
Brown Harris Stevens,Co-op,775000,1,1,2184,Manhattan,"401 W End Ave Unit 3EManhattan, NY 10024",MANHATTAN,40.7845412,-73.981249,10024
COMPASS,Co-op,7495000,6,4,2184,Manhattan,"151 E 79th St Fl 11Manhattan, NY 10075",MANHATTAN,40.775111,-73.958515,10075
Ozana Realty Group,House,698888,3,2,1440,Staten Island,"160 New Dorp PlzStaten Island, NY 10306",MANHATTAN,40.571472,-74.1193966,10306
Corcoran Chelsea/Flatiron,Condo,850000,1,1,626,Brooklyn,"158 India St Apt 3Brooklyn, NY 11222",BROOKLYN,40.7322099,-73.9535842,11222
Serhant,Townhouse,2999999,4,3,2800,Brooklyn,"465 Saint Johns PlBrooklyn, NY 11238",MANHATTAN,40.6736636,-73.9623858,11238
Property Professional Realty,Multi-family home,1149999,6,3,2184,Floral Park,"86-58 261st StFloral Park, NY 11001",MANHATTAN,40.7320002,-73.7055812,11001
Daniel Gale of Brooklyn LLC,Townhouse,2025000,2,2,1500,Brooklyn,"204 Richards Street Richards St Unit 204Brooklyn, NY 11231",MANHATTAN,40.6756128,-74.0124872,11231
COMPASS,Townhouse,2695000,3,2,1950,Brooklyn,"338 Humboldt StBrooklyn, NY 11211",MANHATTAN,40.7135237,-73.942354,11211
Brown Harris Stevens,Co-op,192500,1,1,2184,Bronx,"555 Kappock St Apt 12FBronx, NY 10463",BRONX,40.878087,-73.9170513,10463
Gerard R Desgranges,Co-op,395000,1,1,550,New York,"170 W 85th St Apt 4NWNew York, NY 10024",MANHATTAN,40.7867652,-73.9753353,10024
1 Oak Real Estate Hub Inc,Multi-family home,1200000,7,2,2184,Brooklyn,"1278 E 70th StBrooklyn, NY 11234",MANHATTAN,40.6243164,-73.9136042,11234
Bond New York,Co-op,699000,2,1,800,New York,"7 W 92nd St Apt 5GNew York, NY 10025",MANHATTAN,40.7896573,-73.9673229,10025
L I Homes Of Distinction,Multi-family home,649000,4,2,2184,Arverne,"616 Beach 69th StArverne, NY 11692",MANHATTAN,40.5974508,-73.7983993,11692
Coldwell Banker Reliable Real Estate,House,689000,3,2,1484,Staten Island,"414 Herberton AveStaten Island, NY 10302",MANHATTAN,40.6313071,-74.1356833,10302
COMPASS,Co-op,1895000,3,2,2184,Brooklyn,"378 4th St Apt 4Brooklyn, NY 11215",BROOKLYN,40.6708384,-73.9812037,11215
Realty By The Park Inc / Santana Real Estate,Condo,668000,2,2,2184,Kew Gardens,"83-75 117th St Unit 7AKew Gardens, NY 11418",QUEENS,40.7046248,-73.8349003,11418
"Nest Seekers International, Tribeca",Condo,2550000,3,2,1525,New York,"422 W 49th St Apt 4ANew York, NY 10019",MANHATTAN,40.7631417,-73.9906014,10019
COMPASS,Townhouse,5500000,8,6,5925,Manhattan,"34 MT Morris Park WManhattan, NY 10027",MANHATTAN,40.806166,-73.9448308,10027
"Grandeur Realty, Inc.",House,1680000,1,1,3536,New York,"314 W 138th StNew York, NY 10030",MANHATTAN,40.8186279,-73.9460737,10030
Elegran Real Estate And Development,Condo,799000,1,1,684,New York,"155 E 34th St Apt 20ANew York, NY 10016",MANHATTAN,40.746232,-73.978689,10016
Jason Mitchell Real Estate New York,House,680000,3,2,2200,Staten Island,"54 E Augusta AveStaten Island, NY 10308",MANHATTAN,40.5529274,-74.159159,10308
COMPASS,Co-op,1650000,1,2,1000,Manhattan,"92 Horatio St Apt 1LManhattan, NY 10014",MANHATTAN,40.7385868,-74.0078404,10014
Douglas Elliman,Condo,6750000,3,3,3000,New York,"525 W 22nd St Apt 2FNew York, NY 10011",MANHATTAN,40.7476234,-74.0057263,10011
Sowae Corp,House,580000,6,3,2940,Brooklyn,"801 Thomas S Boyland StBrooklyn, NY 11212",MANHATTAN,40.6609696,-73.9111929,11212
Daniel Gale of Brooklyn LLC,Townhouse,700000,4,2,2266,Brooklyn,"5473 Kings HwyBrooklyn, NY 11203",MANHATTAN,40.6430292,-73.9248566,11203
Eva Real Estate LLC,House,550000,3,2,1410,Staten Island,"690 N Railroad AveStaten Island, NY 10304",MANHATTAN,40.5882303,-74.0975793,10304
"Robert Defalco Realty, Inc.",Townhouse,315000,3,2,1344,Staten Island,"2806 Richmond TerStaten Island, NY 10303",MANHATTAN,40.6364,-74.154146,10303
COMPASS,Condo,1695000,2,2,1117,Brooklyn,"175 Jackson St Apt 4DBrooklyn, NY 11211",BROOKLYN,40.7169665,-73.94377,11211
Jonarbri Realty,Co-op,385000,2,1,2184,Brooklyn,"420 44th St Apt 3Brooklyn, NY 11220",BROOKLYN,40.649346,-74.0086998,11220
Brown Harris Stevens,Townhouse,2000000,5,3,3024,Manhattan,"246 W 123rd St Unit TownhouseManhattan, NY 10027",MANHATTAN,40.808174,-73.951091,10027
Exp Realty,Co-op,249999,2,1,750,Old Mill Basin,"2018 E 59th St Unit 159DOld Mill Basin, NY 11234",BROOKLYN,40.6152328,-73.9176941,11234
Cruz Network The Bronx Realty,House,749000,3,2,2184,Bronx,"2225 Seward AveBronx, NY 10473",MANHATTAN,40.821432,-73.8474428,10473
Sowae Corp,House,220000,3,2,1396,Brooklyn,"1800 Troy AveBrooklyn, NY 11234",MANHATTAN,40.628358,-73.9339729,11234
Howard Hanna Coach Realtors,Co-op,270000,1,1,2184,Bayside,"18-75 Corporal Kennedy St Unit 5JBayside, NY 11360",QUEENS,40.779366,-73.7827644,11360
Winzone Realty Inc,House,998000,4,2,2184,Bayside,"214-39 45th DrBayside, NY 11361",MANHATTAN,40.7593442,-73.7673557,11361
B Square Realty,Multi-family home,1150000,12,6,4125,Brooklyn,"254 Jefferson StBrooklyn, NY 11237",MANHATTAN,40.702987,-73.9273005,11237
RE MAX Edge,House,799999,5,4,2288,Staten Island,"57 Middle Loop RdStaten Island, NY 10308",MANHATTAN,40.5546818,-74.1625533,10308
Douglas Elliman,Co-op,395000,3,1,2184,New York,"69 W 9th St Apt 4CNew York, NY 10011",MANHATTAN,40.734266,-73.9987024,10011
The Agency,Condo,2800000,2,2,1188,New York,"15 W 96th St Unit 14BNew York, NY 10025",MANHATTAN,40.792204,-73.9655642,10025
Keller Williams Rlty Landmark,Co-op,329888,3,1,2184,Bayside,"210-15 23 Ave Unit 1Bayside, NY 11360",QUEENS,40.7790999,-73.78125,11360
Piastro Realty LLC,Co-op,311000,1,1,780,Brooklyn,"40 Brighton 1 Rd Unit 6BBrooklyn, NY 11235",BROOKLYN,40.5756277,-73.9667833,11235
Corcoran Park Slope,Condo,649000,3,2,804,Brooklyn,"326 Melrose St Apt 1ABrooklyn, NY 11237",BROOKLYN,40.7031635,-73.9282437,11237
RE MAX Distinguished Homes & Properties,Co-op,159000,1,1,800,Bronx,"2630 Kingsbridge Ter Apt 7YBronx, NY 10463",BRONX,40.8697508,-73.905391,10463
RE MAX Edge,House,1148000,3,2,1890,Brooklyn,"334 100th StBrooklyn, NY 11209",MANHATTAN,40.6130693,-74.0344829,11209
Desimone Real Estate,Co-op,669000,3,2,1480,Brooklyn,"3901 Nostrand Ave Apt 6PBrooklyn, NY 11235",MANHATTAN,40.5894827,-73.9395372,11235
Hometown Properties,Co-op,305000,1,1,750,Brooklyn,"7259 Shore Rd Apt 3GBrooklyn, NY 11209",BROOKLYN,40.6347271,-74.036817,11209
Compass Greater NY LLC,Co-op,599000,3,2,2184,Bayside,"18-15 215 St Unit 2DBayside, NY 11360",QUEENS,40.7839299,-73.77643,11360
COMPASS,House,1375000,3,2,1960,Brooklyn,"417 17th StBrooklyn, NY 11215",MANHATTAN,40.6600309,-73.9848315,11215
Berkshire Hathaway HomeServices New York Properties,Co-op,339000,2,2,906,Bronx,"86C Edgewater Park Unit CBronx, NY 10465",MANHATTAN,40.8224723,-73.81106,10465
Brown Harris Stevens,Condo,849500,2,2,975,Manhattan,"161 E 110th St Apt 7AManhattan, NY 10029",MANHATTAN,40.7946402,-73.9434163,10029
"Robert Defalco Realty, Inc.",Contingent,379000,4,1,1200,Staten Island,"20 Bay St Lndg Unit 3JStaten Island, NY 10301",STATEN_ISLAND,40.6384907,-74.0740254,10301
Chase Global Realty Corp,Condo,699000,2,2,967,Flushing,"31-38 137 St Unit 8AFlushing, NY 11354",QUEENS,40.7684458,-73.8313888,11354
Brown Harris Stevens,Co-op,565000,1,1,2184,Manhattan,"107 W 70th St Apt 4FManhattan, NY 10023",MANHATTAN,40.776443,-73.979985,10023
BERKSHIRE HATHAWAY,Pending,750000,4,3,2184,Cambria Heights,"116-46 233rd StCambria Heights, NY 11411",MANHATTAN,40.6921975,-73.7287999,11411
Keller Williams Realty NYC Grp,Multi-family home,1250000,9,3,3234,Bronx,"1847 Barnes AveBronx, NY 10462",MANHATTAN,40.8473243,-73.8633392,10462
Serhant,Condo,999000,2,2,1262,New York,"775 Riverside Dr Apt 5HNew York, NY 10032",MANHATTAN,40.834716,-73.9481517,10032
Pin It Realty Llc,House,1350000,6,4,2184,Far Rockaway,"380 Beach 13th StFar Rockaway, NY 11691",MANHATTAN,40.5997298,-73.7467974,11691
Island Advantage Realty Llc,House,669900,3,2,1376,Hollis,"181-10 93rd AveHollis, NY 11423",MANHATTAN,40.7077562,-73.7787888,11423
Oxford Property Group,Co-op,399000,3,1,2184,New York,"36 W 35th St Apt 5DNew York, NY 10001",MANHATTAN,40.7497074,-73.9859244,10001
EXIT REALTY PRIME,Pending,779000,5,3,2000,Jamaica,"193-06 122nd AveJamaica, NY 11413",MANHATTAN,40.6857875,-73.7538304,11413
Winzone Realty Inc,Multi-family home,1200000,5,2,2184,Brooklyn,"2546 E 29th StBrooklyn, NY 11235",MANHATTAN,40.590395,-73.9412863,11235
COMPASS,Co-op,895000,2,1,2184,Manhattan,"55 E 65th St Apt 4AManhattan, NY 10065",MANHATTAN,40.7669715,-73.9674377,10065
Sowae Corp,Condo,369000,3,1,2184,Brooklyn,"720 57th St Apt 4CBrooklyn, NY 11220",BROOKLYN,40.637981,-74.009565,11220
RE MAX Edge,Co-op,299000,1,1,750,Brooklyn,"7119 Shore Rd Apt 2CBrooklyn, NY 11209",BROOKLYN,40.636031,-74.0365302,11209
Douglas Elliman,Pending,1780000,4,3,2184,Bronx,"735 Ladd RdBronx, NY 10471",MANHATTAN,40.9055018,-73.909935,10471
Mitra Hakimi Realty Group LLC,House,988000,5,2,3244,Brooklyn,"211 E 53rd StBrooklyn, NY 11203",MANHATTAN,40.6548876,-73.9275423,11203
EXP Realty,Co-op,279000,2,1,810,Fresh Meadows,"196-44 69th Ave Unit 1STFresh Meadows, NY 11365",QUEENS,40.7365683,-73.7763893,11365
Sotheby's International Realty,Co-op,285000,3,1,2184,New York,"417 E 87th St Apt 3BNew York, NY 10128",MANHATTAN,40.7772709,-73.9477614,10128
Redfin Real Estate,House,988000,3,3,1311,East Elmhurst,"31-20 Buell StEast Elmhurst, NY 11369",MANHATTAN,40.7615431,-73.8621447,11369
COMPASS,Co-op,735000,1,1,800,Manhattan,"205 W 95th St Apt 3BManhattan, NY 10025",MANHATTAN,40.7938201,-73.9713411,10025
Sotheby's International Realty,Co-op,2950000,2,2,2184,New York,"20 Bond St Apt 2New York, NY 10012",MANHATTAN,40.7267495,-73.9938034,10012
COMPASS,Co-op,899000,2,1,2184,Manhattan,"345 W 55th St Apt 6BManhattan, NY 10019",MANHATTAN,40.7661581,-73.985324,10019
Home Sweet Homes Real Prop Inc,House,850000,4,2,2184,Fresh Meadows,"49-12 167th StFresh Meadows, NY 11365",MANHATTAN,40.7485831,-73.8010787,11365
Coldwell Banker American Homes,Multi-family home,670000,3,2,2184,Brooklyn,"5514 Tilden AveBrooklyn, NY 11203",MANHATTAN,40.6482878,-73.9246615,11203
Douglas Elliman,House,968000,4,2,2550,Bronx,"1705 Hone AveBronx, NY 10461",MANHATTAN,40.8475868,-73.853875,10461
Signature Premier Properties,Co-op,320000,2,2,1200,Bronx,"3121 Middletown Rd Apt 2KBronx, NY 10461",BRONX,40.8455961,-73.8264218,10461
EXP Realty,Co-op,228888,1,1,900,Briarwood,"85-15 Main St Unit 7ABriarwood, NY 11435",QUEENS,40.7097347,-73.8188287,11435
Keller Williams Realty Liberty,Co-op,199888,2,1,2184,Howard Beach,"151-25 88 St Unit 4EHoward Beach, NY 11414",QUEENS,40.667401,-73.8470063,11414
Serhant,Co-op,5995000,4,4,2184,New York,"110 Franklin St Unit 1New York, NY 10013",MANHATTAN,40.7187102,-74.005987,10013
CENTURY 21 Kafcos Realty,Multi-family home,1430000,6,4,2840,Bronx,"242 Balcom AveBronx, NY 10465",MANHATTAN,40.8152387,-73.8219875,10465
United Realty Associates,Multi-family home,1350888,4,3,2184,Middle Village,"61-26 69th LnMiddle Village, NY 11379",MANHATTAN,40.7197495,-73.888525,11379
TRACEY REAL ESTATE,Co-op,699000,2,1,1100,Brooklyn,"125 Ocean Ave Apt 1JBrooklyn, NY 11225",BROOKLYN,40.6599761,-73.9622977,11225
Pride Estates,House,699000,3,2,1296,Brooklyn,"2526 Ralph AveBrooklyn, NY 11234",MANHATTAN,40.616513,-73.9172382,11234
COMPASS,Co-op,2000000,3,2,1800,Manhattan,"106 E 85th St Apt 5SManhattan, NY 10028",MANHATTAN,40.779073,-73.957175,10028
Winzone Realty Inc,Co-op,538888,3,2,1500,Bayside,"23-55 Bell Blvd Unit 6GBayside, NY 11360",QUEENS,40.7807824,-73.7743544,11360
COMPASS,Townhouse,2450000,5,2,2982,Brooklyn,"274 Bainbridge StBrooklyn, NY 11233",MANHATTAN,40.6813525,-73.9261641,11233
"Robert DeFalco Realty, Inc.",House,574999,3,2,1040,Staten Island,"190 Vanderbilt AveStaten Island, NY 10304",MANHATTAN,40.6194786,-74.077813,10304
Prime Properties Long Island,Co-op,275000,1,1,2184,Forest Hills,"65-15 Yellowstone Blvd Unit 5HForest Hills, NY 11375",QUEENS,40.7305839,-73.8503144,11375
Redfin Real Estate,House,1499888,4,3,2688,Bayside,"209-35 30th AveBayside, NY 11360",MANHATTAN,40.7735601,-73.7795242,11360
KELLER WILLIAMS REALTY EMPIRE,Co-op,270000,3,1,275,Brooklyn,"300 8th Ave Apt 1NBrooklyn, NY 11215",BROOKLYN,40.6692346,-73.9765732,11215
The Sidmar Group Llc,House,675000,4,3,1832,Bronx,"2760 Hone AveBronx, NY 10469",MANHATTAN,40.8672248,-73.8574241,10469
Howard Hanna | Rand Realty,Co-op,149000,1,1,750,Bronx,"4380 Vireo Ave Apt 6RBronx, NY 10470",BRONX,40.9010021,-73.8627053,10470
De Luca Realty Group INC,Co-op,299999,2,1,863,Bronx,"120B Edgewater Park Unit 120BBronx, NY 10465",BRONX,40.822441,-73.8110424,10465
COMPASS,Co-op,595000,3,2,2184,Brooklyn,"775 Lafayette Ave Apt 6DBrooklyn, NY 11221",BROOKLYN,40.6912661,-73.9418745,11221
Highlite Homes Realty,Co-op,536000,2,2,1200,Bronx,"3671 Hudson Manor Ter Apt 14JBronx, NY 10463",BRONX,40.8881345,-73.9162336,10463
United Realty Associates,Co-op,288000,2,1,2184,Bayside,"47-31 216th St Unit 3BBayside, NY 11361",QUEENS,40.7567043,-73.764352,11361
Douglas Elliman,House,19499999,4,4,10000,New York,"182 Franklin StNew York, NY 10013",MANHATTAN,40.7195687,-74.0094317,10013
"Garfield, Leslie J. & Co., Inc.",Townhouse,6995000,4,4,3400,Brooklyn,"36 Schermerhorn StBrooklyn, NY 11201",MANHATTAN,40.6910365,-73.9924723,11201
Bergen Basin Realty Llc,House,799000,3,2,2050,Brooklyn,"2034 E 36th StBrooklyn, NY 11234",MANHATTAN,40.6090065,-73.9307581,11234
COMPASS,Condo,4000000,4,4,3704,Manhattan,"247 Water St Unit PhManhattan, NY 10038",MANHATTAN,40.70799,-74.0021707,10038
RE MAX Prestige Properties,Co-op,165000,1,1,625,Bronx,"1922 McGraw Ave Apt 6EBronx, NY 10462",BRONX,40.8344985,-73.8605246,10462
TDMT,Condo,1475000,2,2,1048,Brooklyn,"429 Kent Ave Unit 902Brooklyn, NY 11249",BROOKLYN,40.7095127,-73.9677693,11249
TDMT,Condo,595000,3,1,721,Roosevelt Island,"595 Main St Apt 410Roosevelt Island, NY 10044",MANHATTAN,40.7630313,-73.9492357,10044
COMPASS,Townhouse,3500000,10,8,6201,Manhattan,"313 W 92nd StManhattan, NY 10025",MANHATTAN,40.793104,-73.975651,10025
Trademarko Realty Inc,Multi-family home,1090000,12,6,4875,Ridgewood,"17-25 Menahan StRidgewood, NY 11385",MANHATTAN,40.7042392,-73.9113817,11385
Madison Estates Sotheby's International Realty,Pending,2499000,6,2,4500,Brooklyn,"1694 54th StBrooklyn, NY 11204",MANHATTAN,40.6266809,-73.9862742,11204
Coldwell Banker Reliable Real Estate,House,699999,5,2,2218,Bronx,"2318 Holland AveBronx, NY 10467",MANHATTAN,40.8602009,-73.8653147,10467
Winzone Realty Inc,House,899000,4,2,1672,Jamaica,"140-95 Burden CresJamaica, NY 11435",MANHATTAN,40.7114945,-73.8152211,11435
Momentum Real Estate Llc,House,549000,3,2,1152,Staten Island,"15 Astor AveStaten Island, NY 10314",MANHATTAN,40.6144686,-74.1592392,10314
Keller Williams NYC,Townhouse,3700000,6,4,2400,Brooklyn,"14 Fillmore PlBrooklyn, NY 11211",MANHATTAN,40.7140718,-73.958911,11211
"Tom Crimmins Realty, Ltd.",House,768000,5,2,1870,Staten Island,"18 Albion PlStaten Island, NY 10302",MANHATTAN,40.6329148,-74.1328734,10302
Real Broker NY LLC,House,949000,4,2,2476,Staten Island,"61 Park Dr NStaten Island, NY 10314",MANHATTAN,40.6006101,-74.1671861,10314
BLUEPRINT EQUITIES,Multi-family home,980000,6,3,2184,Brooklyn,"1139 Grant AveBrooklyn, NY 11208",MANHATTAN,40.6615804,-73.8615475,11208
Keller Williams Realty Greater Nassau,Multi-family home,849000,8,3,4428,Bronx,"660 Magenta StBronx, NY 10467",MANHATTAN,40.8751331,-73.8687602,10467
EXP Realty,Co-op,269000,1,1,2184,Forest Hills,"67-66 108th St Unit B68Forest Hills, NY 11375",MANHATTAN,40.7272034,-73.8471901,11375
Rock Home Realty Group Inc,House,150000,3,2,2184,Bronx Ny,"2862 Briggs AveBronx Ny, NY 10458",MANHATTAN,40.8693539,-73.8883183,10458
The Agency,Co-op,770000,2,1,2184,New York,"66 W 84th St Apt 4ANew York, NY 10024",MANHATTAN,40.7849377,-73.9729247,10024
